2.498776316642761230e-01	2.139500045776367188e+01	5.539999902248381874e-02	5.788399887084949569e+01	-3.104500000000000171e+01	1.521599999999999930e+01	3.647895817075186642e+02
8.849288225173950195e-01	2.075499916076660156e+01	9.399999678134918213e-02	5.768399810791180471e+01	-2.100199999999999889e+01	1.201500000000000057e+01	3.967801827486819093e+02
7.749440670013427734e-01	2.162999916076660156e+01	8.739999681711196899e-02	5.705599975586039818e+01	-2.064799999999999969e+01	1.177899999999999991e+01	4.106667331549928690e+02
5.797427892684936523e-01	1.988999938964843750e+01	7.419999688863754272e-02	5.799399948119798864e+01	-2.299800000000000111e+01	1.224799999999999933e+01	4.189258478554367002e+02
1.031113564968109131e-01	2.178499984741210938e+01	2.799999900162220001e-02	5.078799819946056004e+01	-1.959958299999999909e+01	-1.382432700000000025e+01	3.997233534206517902e+02
1.144334077835083008e+00	1.970499992370605469e+01	1.093999966979026794e-01	5.680200195312323785e+01	-2.169800000000000040e+01	1.241999999999999993e+01	4.526735069611285098e+02
5.797427892684936523e-01	1.988999938964843750e+01	7.419999688863754272e-02	5.799399948119798864e+01	-2.297100000000000009e+01	1.224900000000000055e+01	4.261096928537518806e+02
4.861840009689331055e-01	1.702000045776367188e+01	7.620000094175338745e-02	5.518000030517811183e+01	-2.302077099999999987e+01	1.197722599999999993e+01	4.138438416772409028e+02
1.441169023513793945e+00	2.090499877929687500e+01	1.261999905109405518e-01	5.753199768066252773e+01	-2.001099999999999923e+01	1.141799999999999926e+01	4.010783515437486244e+02
8.849288225173950195e-01	2.075499916076660156e+01	9.399999678134918213e-02	5.768399810791180471e+01	-2.101599999999999824e+01	1.201099999999999923e+01	3.999928394874546598e+02
5.588574409484863281e-01	1.932999992370605469e+01	7.339999824762344360e-02	5.785599899292037662e+01	-3.001200000000000045e+01	1.592600000000000016e+01	3.807354963314572842e+02
4.776080250740051270e-01	2.059000015258789062e+01	7.079999893903732300e-02	5.558200073242147710e+01	-2.293599999999999994e+01	1.144500000000000028e+01	4.122730364917657084e+02
2.108780860900878906e+01	1.404500007629394531e+01	2.905599832534790039e+00	4.869400024414005657e+01	-3.097760800000000003e+01	1.734637800000000141e+01	6.425929499745451494e+02
2.127980291843414307e-01	2.152000045776367188e+01	4.739999771118164062e-02	5.747599792480428960e+01	-3.003999999999999915e+01	1.469599999999999973e+01	3.845132723234453920e+02
2.394141769409179688e+01	1.415999984741211115e+01	3.033599853515625000e+00	4.871599960327444023e+01	-3.094712600000000080e+01	1.742157999999999873e+01	5.893775428566920027e+02
3.474388122558593750e+00	1.522499942779541016e+01	2.437999993562698364e-01	4.745199966430391214e+01	-3.199376300000000128e+01	1.712018099999999876e+01	3.417425823131465563e+02
2.065485864877700806e-01	1.667499923706054688e+01	5.139999836683273315e-02	4.979199981689674814e+01	-3.034938400000000058e+01	1.398160299999999978e+01	3.671301698331739658e+02
1.019761785864830017e-01	2.162999916076660156e+01	3.419999778270721436e-02	5.703199768066724573e+01	-3.005999999999999872e+01	1.431900000000000084e+01	3.909381597476641446e+02
6.495886802673339844e+00	1.669499969482421875e+01	4.551999866962432861e-01	6.068600082397779261e+01	-3.043599999999999994e+01	1.726300000000000168e+01	4.105935227172327018e+02
7.964447736740112305e-01	2.085999870300292969e+01	8.859999477863311768e-02	5.778599929809757896e+01	-2.100000000000000000e+01	1.199900000000000055e+01	4.045809698491076460e+02
2.437653779983520508e+00	1.837999916076660156e+01	1.821999996900558472e-01	6.070800018310507085e+01	-3.064199999999999946e+01	1.702199999999999847e+01	3.999420770630343895e+02
1.547044467926025391e+01	1.471499919891357422e+01	1.436399936676025613e+00	4.872200012206917563e+01	-3.076338900000000010e+01	1.731153899999999979e+01	6.427643822014252919e+02
1.872835040092468262e+00	1.517000007629394531e+01	1.503999978303909302e-01	4.880799865722451614e+01	-3.063744300000000109e+01	1.701715899999999948e+01	3.622117932772612221e+02
5.178669095039367676e-01	1.951000022888183594e+01	6.939999759197235107e-02	5.774399948120390036e+01	-2.317800000000000082e+01	1.226399999999999935e+01	4.150697540283502462e+02
2.498776316642761230e-01	2.139500045776367188e+01	5.539999902248381874e-02	5.788399887084949569e+01	-3.104200000000000159e+01	1.521700000000000053e+01	3.648160495480489089e+02
2.236471325159072876e-01	2.180500030517578125e+01	5.460000038146972656e-02	5.772800064087135752e+01	-3.100700000000000145e+01	1.507699999999999996e+01	3.595512213883934578e+02
8.184680342674255371e-01	1.606999969482421875e+01	8.999999612569810348e-02	4.884199905395547603e+01	-3.099956999999999852e+01	1.675123200000000168e+01	3.707683353800417194e+02
4.629378616809844971e-01	1.647500038146972656e+01	6.520000100135803223e-02	4.886399841308275427e+01	-3.083979899999999930e+01	1.603919000000000139e+01	3.649610055457338831e+02
6.634461879730224609e-01	1.588999938964843750e+01	8.119999617338180542e-02	5.709000015259135807e+01	-2.101491499999999846e+01	1.283149500000000032e+01	4.495364709819276641e+02
6.634461879730224609e-01	1.588999938964843750e+01	8.119999617338180542e-02	5.709000015259135807e+01	-2.100010699999999986e+01	1.283312500000000078e+01	4.516854207336526201e+02
2.437653779983520508e+00	1.837999916076660156e+01	1.821999996900558472e-01	6.070800018310507085e+01	-3.064199999999999946e+01	1.701899999999999835e+01	3.817019881891189357e+02
3.242276906967163086e-01	1.959499931335449219e+01	6.340000033378601074e-02	5.820199966430550376e+01	-2.305000000000000071e+01	1.225099999999999945e+01	4.226028671836726289e+02
2.498776316642761230e-01	2.139500045776367188e+01	5.539999902248381874e-02	5.788399887084949569e+01	-3.104599999999999937e+01	1.522700000000000031e+01	3.525534473156299100e+02
2.507950663566589355e-01	2.139999961853027344e+01	5.579999834299088218e-02	5.777799987792775482e+01	-3.105399999999999849e+01	1.505400000000000027e+01	3.662310986058845970e+02
